id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition
8323497,1000,APARTMENT,APARTMENT,289000.0,FOR_SALE,1.0,75.0,HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
8134696,1000,APARTMENT,APARTMENT,293000.0,FOR_SALE,2.0,90.0,HYPER_EQUIPPED,False,False,True,15.0,,,,,False,AS_NEW
8901640,1000,APARTMENT,APARTMENT,295000.0,FOR_SALE,2.0,91.0,HYPER_EQUIPPED,,False,True,8.0,,,,,False,AS_NEW
8969287,1120,APARTMENT,PENTHOUSE,295000.0,FOR_SALE,2.0,90.0,INSTALLED,False,False,True,40.0,,,,2.0,False,GOOD
9004860,1160,APARTMENT,APARTMENT,295000.0,FOR_SALE,1.0,59.0,USA_HYPER_EQUIPPED,False,False,True,4.0,,,,,False,AS_NEW
8865160,3360,APARTMENT,APARTMENT,295000.0,FOR_SALE,2.0,92.0,HYPER_EQUIPPED,False,False,True,3.0,,,,2.0,,GOOD
8323507,1000,APARTMENT,APARTMENT,297000.0,FOR_SALE,1.0,75.0,HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
8815204,1000,APARTMENT,APARTMENT,298000.0,FOR_SALE,2.0,97.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,2.0,False,AS_NEW
8769723,1030,APARTMENT,APARTMENT,298000.0,FOR_SALE,2.0,97.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,2.0,False,AS_NEW
8494933,1000,APARTMENT,APARTMENT,299000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8134702,1000,APARTMENT,APARTMENT,299000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8973540,2845,APARTMENT,APARTMENT,299000.0,FOR_SALE,2.0,92.0,INSTALLED,False,False,True,,,,,2.0,False,AS_NEW
8758946,8400,APARTMENT,APARTMENT,299500.0,FOR_SALE,4.0,164.0,INSTALLED,False,False,True,4.0,,,,3.0,False,TO_RENOVATE
9017068,1020,APARTMENT,APARTMENT,300000.0,FOR_SALE,5.0,170.0,SEMI_EQUIPPED,False,False,True,,,,,,,GOOD
8323512,1000,APARTMENT,APARTMENT,303600.0,FOR_SALE,1.0,75.0,HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
8533108,1000,APARTMENT,APARTMENT,307000.0,FOR_SALE,2.0,100.0,INSTALLED,False,False,True,18.0,,,,4.0,,AS_NEW
8134706,1000,APARTMENT,APARTMENT,307000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8134703,1000,APARTMENT,APARTMENT,311000.0,FOR_SALE,2.0,106.0,HYPER_EQUIPPED,False,False,True,11.0,,,,,False,AS_NEW
8504735,1000,APARTMENT,APARTMENT,315000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8323486,1000,APARTMENT,APARTMENT,315000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
8139407,1000,APARTMENT,APARTMENT,315000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
8971170,1080,APARTMENT,DUPLEX,315000.0,FOR_SALE,3.0,115.0,SEMI_EQUIPPED,False,False,,,,,,,False,AS_NEW
8323487,1000,APARTMENT,APARTMENT,317000.0,FOR_SALE,2.0,92.0,HYPER_EQUIPPED,False,False,True,13.0,,,,,False,AS_NEW
8323516,1000,APARTMENT,APARTMENT,317200.0,FOR_SALE,1.0,75.0,HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
9018838,1200,APARTMENT,APARTMENT,320000.0,FOR_SALE,2.0,100.0,USA_HYPER_EQUIPPED,False,False,,,,,,,False,AS_NEW
8752765,8620,APARTMENT,APARTMENT,320000.0,FOR_SALE,2.0,97.0,INSTALLED,True,False,True,,True,,,,False,AS_NEW
8139409,1000,APARTMENT,APARTMENT,321000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
8323491,1000,APARTMENT,APARTMENT,323000.0,FOR_SALE,2.0,92.0,HYPER_EQUIPPED,False,False,True,13.0,,,,,False,AS_NEW
8323489,1000,APARTMENT,APARTMENT,323000.0,FOR_SALE,2.0,92.0,HYPER_EQUIPPED,False,False,True,13.0,,,,,False,AS_NEW
9015449,1500,APARTMENT,APARTMENT,324000.0,FOR_SALE,3.0,130.0,INSTALLED,,False,True,6.0,,,,2.0,,GOOD
8323492,1000,APARTMENT,APARTMENT,325000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
8968923,8450,APARTMENT,APARTMENT,325000.0,FOR_SALE,3.0,95.0,INSTALLED,False,False,True,50.0,,,,3.0,False,AS_NEW
8949268,9000,APARTMENT,APARTMENT,325000.0,FOR_SALE,3.0,125.0,INSTALLED,False,False,True,7.0,,,,4.0,False,AS_NEW
8134711,1000,APARTMENT,APARTMENT,327000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8323494,1000,APARTMENT,APARTMENT,329000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
8922659,8400,APARTMENT,APARTMENT,330000.0,FOR_SALE,2.0,96.0,INSTALLED,False,False,True,9.0,,,,2.0,False,JUST_RENOVATED
8504734,1000,APARTMENT,APARTMENT,334000.0,FOR_SALE,2.0,104.0,HYPER_EQUIPPED,False,False,True,11.0,,,,,False,AS_NEW
8910232,1070,APARTMENT,APARTMENT,335000.0,FOR_SALE,3.0,125.0,USA_HYPER_EQUIPPED,,False,True,17.0,,,,4.0,False,AS_NEW
8504729,1000,APARTMENT,APARTMENT,337000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8910230,1070,APARTMENT,APARTMENT,338000.0,FOR_SALE,3.0,125.0,USA_HYPER_EQUIPPED,,False,True,17.0,,,,4.0,False,AS_NEW
9003290,1000,APARTMENT,APARTMENT,340000.0,FOR_SALE,2.0,115.0,USA_HYPER_EQUIPPED,False,False,,,,,,2.0,False,AS_NEW
8504732,1000,APARTMENT,APARTMENT,342000.0,FOR_SALE,2.0,106.0,HYPER_EQUIPPED,False,False,True,11.0,,,,,False,AS_NEW
8943445,2110,APARTMENT,APARTMENT,345000.0,FOR_SALE,3.0,116.0,SEMI_EQUIPPED,,False,True,17.0,,,,2.0,,GOOD
8323514,1000,APARTMENT,APARTMENT,347400.0,FOR_SALE,1.0,75.0,HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
9019191,3010,APARTMENT,APARTMENT,349000.0,FOR_SALE,2.0,124.0,,,False,,,,,,2.0,,JUST_RENOVATED
8747376,1410,APARTMENT,APARTMENT,350000.0,FOR_SALE,3.0,130.0,INSTALLED,False,False,True,4.0,,,,,False,GOOD
9015469,2018,APARTMENT,APARTMENT,350000.0,FOR_SALE,1.0,110.0,INSTALLED,True,False,,,,,,2.0,,JUST_RENOVATED
8504728,1000,APARTMENT,APARTMENT,351000.0,FOR_SALE,2.0,100.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8504730,1000,APARTMENT,APARTMENT,352000.0,FOR_SALE,2.0,106.0,HYPER_EQUIPPED,False,False,True,11.0,,,,,False,AS_NEW
8931964,1050,APARTMENT,APARTMENT,360000.0,FOR_SALE,2.0,103.0,INSTALLED,False,False,True,2.0,,,,2.0,False,GOOD
8323503,1000,APARTMENT,APARTMENT,370000.0,FOR_SALE,2.0,97.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
9022609,1070,APARTMENT,DUPLEX,378420.0,FOR_SALE,3.0,133.0,USA_HYPER_EQUIPPED,,False,True,13.0,,,,,False,AS_NEW
8854465,1050,APARTMENT,APARTMENT,385000.0,FOR_SALE,1.0,72.0,USA_HYPER_EQUIPPED,False,False,True,9.0,,,,,False,GOOD
8935813,4000,APARTMENT,PENTHOUSE,385000.0,FOR_SALE,3.0,145.0,INSTALLED,,False,True,66.0,,,,2.0,False,GOOD
9005058,1050,APARTMENT,APARTMENT,390000.0,FOR_SALE,2.0,120.0,INSTALLED,False,False,,,,,,2.0,False,GOOD
9024815,1090,APARTMENT,DUPLEX,390000.0,FOR_SALE,4.0,220.0,INSTALLED,False,False,,,,,,2.0,,TO_RENOVATE
9019045,1030,APARTMENT,APARTMENT,395000.0,FOR_SALE,3.0,160.0,HYPER_EQUIPPED,True,False,,,,,,2.0,False,GOOD
8323509,1000,APARTMENT,APARTMENT,395200.0,FOR_SALE,2.0,97.0,HYPER_EQUIPPED,False,False,True,7.0,,,,,False,AS_NEW
9002207,1853,APARTMENT,DUPLEX,398500.0,FOR_SALE,4.0,173.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,,GOOD
8827924,1850,APARTMENT,DUPLEX,400000.0,FOR_SALE,3.0,185.0,HYPER_EQUIPPED,False,False,True,8.0,,,,2.0,,GOOD
8899613,1000,APARTMENT,APARTMENT,410000.0,FOR_SALE,1.0,80.0,HYPER_EQUIPPED,True,False,,,,,,,,AS_NEW
8882522,1410,APARTMENT,PENTHOUSE,425000.0,FOR_SALE,4.0,175.0,USA_HYPER_EQUIPPED,,False,,,,,,,,AS_NEW
8850631,1050,APARTMENT,APARTMENT,410000.0,FOR_SALE,1.0,70.0,USA_HYPER_EQUIPPED,False,False,True,3.0,,,,2.0,,JUST_RENOVATED
8824221,8300,APARTMENT,APARTMENT,430000.0,FOR_SALE,2.0,70.0,USA_HYPER_EQUIPPED,False,False,,,,,,2.0,False,AS_NEW
8992811,1050,APARTMENT,APARTMENT,435000.0,FOR_SALE,2.0,115.0,HYPER_EQUIPPED,False,False,,,,,,3.0,False,GOOD
8929872,1050,APARTMENT,APARTMENT,435000.0,FOR_SALE,2.0,108.0,USA_HYPER_EQUIPPED,,False,True,8.0,,,,,,JUST_RENOVATED
9017359,1040,APARTMENT,APARTMENT,440000.0,FOR_SALE,3.0,145.0,HYPER_EQUIPPED,False,False,True,10.0,,,,2.0,False,GOOD
8927729,1180,APARTMENT,APARTMENT,450000.0,FOR_SALE,2.0,110.0,HYPER_EQUIPPED,,False,True,8.0,,,,2.0,False,AS_NEW
8462602,8434,APARTMENT,APARTMENT,450000.0,FOR_SALE,2.0,89.0,HYPER_EQUIPPED,True,False,True,,,,,2.0,,GOOD
8869598,1332,APARTMENT,APARTMENT,465000.0,FOR_SALE,3.0,189.0,USA_HYPER_EQUIPPED,False,False,True,11.0,,,,,False,AS_NEW
8862825,9140,APARTMENT,APARTMENT,468000.0,FOR_SALE,3.0,160.0,SEMI_EQUIPPED,,False,True,41.0,,,,,,GOOD
8960846,1180,APARTMENT,APARTMENT,475000.0,FOR_SALE,3.0,120.0,HYPER_EQUIPPED,False,False,True,10.0,,,,,False,AS_NEW
8761872,8300,APARTMENT,APARTMENT,480000.0,FOR_SALE,2.0,75.0,HYPER_EQUIPPED,,False,,,,,,2.0,True,AS_NEW
8786226,1000,APARTMENT,APARTMENT,485000.0,FOR_SALE,3.0,114.0,USA_HYPER_EQUIPPED,,False,True,,,,,2.0,False,AS_NEW
8836124,8300,APARTMENT,APARTMENT,485000.0,FOR_SALE,2.0,103.0,INSTALLED,False,False,,,,,,2.0,False,AS_NEW
8943990,1348,APARTMENT,APARTMENT,511932.0,FOR_SALE,2.0,127.0,USA_HYPER_EQUIPPED,,False,True,29.0,,,,,False,AS_NEW
9011773,1160,APARTMENT,APARTMENT,514000.0,FOR_SALE,2.0,114.0,USA_HYPER_EQUIPPED,False,False,True,25.0,,,,,False,AS_NEW
8943989,1348,APARTMENT,APARTMENT,516050.0,FOR_SALE,2.0,137.0,USA_HYPER_EQUIPPED,,False,True,19.0,,,,,False,AS_NEW
8880189,8300,APARTMENT,APARTMENT,525000.0,FOR_SALE,1.0,70.0,USA_HYPER_EQUIPPED,False,False,True,,,,,2.0,True,AS_NEW
8619569,1000,APARTMENT,PENTHOUSE,526000.0,FOR_SALE,3.0,144.0,INSTALLED,False,False,True,14.0,,,,,,AS_NEW
8925653,1050,APARTMENT,APARTMENT,530000.0,FOR_SALE,3.0,153.0,USA_HYPER_EQUIPPED,True,False,True,,,,,,,AS_NEW
9019386,1000,APARTMENT,LOFT,545000.0,FOR_SALE,2.0,147.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,300.0,,2.0,True,AS_NEW
8969013,1081,APARTMENT,LOFT,545000.0,FOR_SALE,2.0,147.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,300.0,,2.0,True,AS_NEW
9022377,1080,APARTMENT,APARTMENT,560000.0,FOR_SALE,3.0,180.0,HYPER_EQUIPPED,False,False,True,53.0,,,,2.0,False,AS_NEW
8605393,8300,APARTMENT,APARTMENT,578000.0,FOR_SALE,1.0,64.0,,,False,,,True,,,,False,JUST_RENOVATED
8669223,4020,APARTMENT,PENTHOUSE,580000.0,FOR_SALE,3.0,153.0,INSTALLED,,False,True,80.0,,,,3.0,,AS_NEW
8943988,1348,APARTMENT,APARTMENT,583956.0,FOR_SALE,3.0,153.0,USA_HYPER_EQUIPPED,,False,True,6.0,,,,,False,AS_NEW
9012929,1180,APARTMENT,APARTMENT,599000.0,FOR_SALE,3.0,166.0,USA_HYPER_EQUIPPED,,False,True,24.0,,,,2.0,False,AS_NEW
9012927,1160,APARTMENT,APARTMENT,647000.0,FOR_SALE,3.0,143.0,USA_HYPER_EQUIPPED,,False,True,22.0,,,,,False,AS_NEW
9011772,1160,APARTMENT,APARTMENT,655000.0,FOR_SALE,3.0,140.0,USA_HYPER_EQUIPPED,,False,True,16.0,,,,,False,AS_NEW
8323518,1000,APARTMENT,APARTMENT,660000.0,FOR_SALE,3.0,143.0,HYPER_EQUIPPED,False,False,True,10.0,,,,,False,AS_NEW
8952493,1180,APARTMENT,APARTMENT,675000.0,FOR_SALE,3.0,190.0,HYPER_EQUIPPED,False,False,,,,,,,False,AS_NEW
8950461,1050,APARTMENT,APARTMENT,690000.0,FOR_SALE,2.0,172.0,HYPER_EQUIPPED,False,False,True,6.0,,,,,False,GOOD
9024992,8300,APARTMENT,APARTMENT,699000.0,FOR_SALE,2.0,85.0,USA_HYPER_EQUIPPED,False,False,,,,,,2.0,False,AS_NEW
8806248,8300,APARTMENT,APARTMENT,725000.0,FOR_SALE,3.0,114.0,,,False,True,,,,,,,JUST_RENOVATED
8914929,8300,APARTMENT,APARTMENT,745000.0,FOR_SALE,3.0,107.0,HYPER_EQUIPPED,,False,True,,,,,2.0,False,TO_RENOVATE
8703882,8300,APARTMENT,APARTMENT,760000.0,FOR_SALE,2.0,80.0,HYPER_EQUIPPED,,False,True,,,,,2.0,False,GOOD
8824466,1180,APARTMENT,APARTMENT,790000.0,FOR_SALE,3.0,180.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,2.0,False,JUST_RENOVATED
9022133,1180,APARTMENT,APARTMENT,795000.0,FOR_SALE,3.0,243.0,HYPER_EQUIPPED,False,False,True,30.0,,,,2.0,False,GOOD
8945589,8300,APARTMENT,APARTMENT,850000.0,FOR_SALE,2.0,150.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,False,AS_NEW
8915201,1000,APARTMENT,PENTHOUSE,875000.0,FOR_SALE,3.0,195.0,USA_INSTALLED,True,False,True,45.0,,,,3.0,False,AS_NEW
8770436,1150,APARTMENT,APARTMENT,875000.0,FOR_SALE,2.0,180.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,False,AS_NEW
8752510,1040,APARTMENT,APARTMENT,895000.0,FOR_SALE,4.0,325.0,,False,True,True,10.0,,,,3.0,,AS_NEW
9006805,8301,APARTMENT,APARTMENT,965000.0,FOR_SALE,3.0,128.0,HYPER_EQUIPPED,,False,True,,,,,2.0,False,AS_NEW
8787268,1040,APARTMENT,PENTHOUSE,975000.0,FOR_SALE,3.0,196.0,USA_HYPER_EQUIPPED,,False,True,46.0,,,,,False,AS_NEW
8935764,8300,APARTMENT,APARTMENT,990000.0,FOR_SALE,2.0,98.0,HYPER_EQUIPPED,,False,,,,,,2.0,False,AS_NEW
8822107,8300,APARTMENT,DUPLEX,1065000.0,FOR_SALE,2.0,148.0,USA_HYPER_EQUIPPED,True,False,True,,,,,2.0,False,AS_NEW
8912466,8300,APARTMENT,APARTMENT,1195000.0,FOR_SALE,3.0,98.0,HYPER_EQUIPPED,,False,True,40.0,,,,2.0,False,AS_NEW
8994111,8301,APARTMENT,DUPLEX,1270000.0,FOR_SALE,3.0,128.0,HYPER_EQUIPPED,False,False,True,23.0,,,,4.0,False,AS_NEW
9017333,8300,APARTMENT,APARTMENT,1295000.0,FOR_SALE,3.0,93.0,HYPER_EQUIPPED,True,False,True,,,,,,False,JUST_RENOVATED
9000077,1150,APARTMENT,PENTHOUSE,1335000.0,FOR_SALE,3.0,212.0,USA_HYPER_EQUIPPED,False,False,True,63.0,,,,3.0,False,AS_NEW
8395369,1190,APARTMENT,LOFT,1395000.0,FOR_SALE,3.0,315.0,HYPER_EQUIPPED,False,False,,,,,,,False,AS_NEW
8001456,8300,APARTMENT,APARTMENT,1395000.0,FOR_SALE,3.0,115.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,False,GOOD
8091244,1000,APARTMENT,DUPLEX,1400000.0,FOR_SALE,3.0,400.0,USA_HYPER_EQUIPPED,,False,True,,,,,,,AS_NEW
8997633,1150,APARTMENT,PENTHOUSE,1435000.0,FOR_SALE,3.0,202.0,USA_HYPER_EQUIPPED,False,False,True,157.0,,,,,False,AS_NEW
8566703,8300,APARTMENT,APARTMENT,1490000.0,FOR_SALE,3.0,154.0,USA_HYPER_EQUIPPED,False,False,True,20.0,,,,3.0,False,AS_NEW
8736311,8300,APARTMENT,APARTMENT,1495000.0,FOR_SALE,2.0,135.0,HYPER_EQUIPPED,,False,True,,,,,3.0,False,AS_NEW
8599960,1180,APARTMENT,APARTMENT,1500000.0,FOR_SALE,3.0,220.0,INSTALLED,True,False,True,60.0,,,,,False,AS_NEW
8851584,1180,APARTMENT,APARTMENT,1550000.0,FOR_SALE,5.0,270.0,HYPER_EQUIPPED,,True,True,44.0,,,,4.0,,JUST_RENOVATED
8925549,8300,APARTMENT,APARTMENT,1570000.0,FOR_SALE,2.0,108.0,HYPER_EQUIPPED,False,False,,,,,,2.0,False,JUST_RENOVATED
8992594,1050,APARTMENT,APARTMENT,1790000.0,FOR_SALE,4.0,300.0,HYPER_EQUIPPED,False,False,True,60.0,,,,,False,GOOD
8180011,8300,APARTMENT,PENTHOUSE,1850000.0,FOR_SALE,3.0,200.0,HYPER_EQUIPPED,,False,True,105.0,,,,2.0,False,AS_NEW
8848361,1000,APARTMENT,PENTHOUSE,1950000.0,FOR_SALE,3.0,226.0,USA_HYPER_EQUIPPED,False,False,True,66.0,,,,2.0,False,AS_NEW
9008672,8300,APARTMENT,APARTMENT,2050000.0,FOR_SALE,3.0,117.0,USA_HYPER_EQUIPPED,False,False,True,,,,,2.0,False,AS_NEW
8719139,8300,APARTMENT,APARTMENT,2095000.0,FOR_SALE,4.0,180.0,HYPER_EQUIPPED,,False,True,,,,,3.0,False,AS_NEW
8303005,8300,APARTMENT,TRIPLEX,2200000.0,FOR_SALE,4.0,214.0,HYPER_EQUIPPED,,False,True,,,,,2.0,False,AS_NEW
9013801,1000,APARTMENT,APARTMENT,2490000.0,FOR_SALE,6.0,440.0,HYPER_EQUIPPED,False,False,,,,,,2.0,,JUST_RENOVATED
8919060,8300,APARTMENT,APARTMENT,2495000.0,FOR_SALE,3.0,278.0,HYPER_EQUIPPED,False,False,True,,,,,3.0,False,AS_NEW
9018858,8300,APARTMENT,APARTMENT,2695000.0,FOR_SALE,3.0,150.0,HYPER_EQUIPPED,,False,True,10.0,,,,2.0,False,AS_NEW
7659883,8300,APARTMENT,PENTHOUSE,3200000.0,FOR_SALE,4.0,200.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,False,AS_NEW
8909956,6740,HOUSE,EXCEPTIONAL_PROPERTY,598000.0,FOR_SALE,3.0,600.0,HYPER_EQUIPPED,False,False,True,127.0,True,2358.0,2358.0,4.0,False,AS_NEW
9009252,1150,HOUSE,EXCEPTIONAL_PROPERTY,2095000.0,FOR_SALE,5.0,551.0,USA_HYPER_EQUIPPED,False,False,True,40.0,True,450.0,620.0,4.0,False,AS_NEW
9036161,1050,APARTMENT,FLAT_STUDIO,175000.0,FOR_SALE,1.0,34.0,INSTALLED,True,False,,,,,,2.0,False,GOOD
9036915,4458,HOUSE,VILLA,369000.0,FOR_SALE,4.0,250.0,INSTALLED,,True,True,44.0,,,2200.0,4.0,,GOOD
9030596,4030,APARTMENT,APARTMENT,220000.0,FOR_SALE,3.0,112.0,INSTALLED,,False,True,6.0,,,,3.0,,AS_NEW
9038408,9000,APARTMENT,APARTMENT,250000.0,FOR_SALE,2.0,92.0,INSTALLED,,False,True,7.0,,,,2.0,,GOOD
9037709,8210,APARTMENT,APARTMENT,255000.0,FOR_SALE,2.0,85.0,SEMI_EQUIPPED,,False,True,,,,,2.0,,GOOD
9031099,1050,APARTMENT,APARTMENT,520000.0,FOR_SALE,3.0,117.0,USA_HYPER_EQUIPPED,,False,True,8.0,,,,2.0,,
9029058,1080,APARTMENT,FLAT_STUDIO,115000.0,FOR_SALE,0.0,40.0,,False,False,True,10.0,,,,4.0,,TO_BE_DONE_UP
9040369,1070,APARTMENT,APARTMENT,200000.0,FOR_SALE,2.0,80.0,,False,False,,,,,,2.0,,GOOD
9041380,1500,APARTMENT,APARTMENT,415000.0,FOR_SALE,3.0,140.0,NOT_INSTALLED,,False,True,26.0,,,,2.0,,GOOD
9032158,4610,APARTMENT,APARTMENT,135000.0,FOR_SALE,2.0,67.0,INSTALLED,False,False,,,,,,,False,AS_NEW
9014671,4000,APARTMENT,APARTMENT,149000.0,FOR_SALE,2.0,85.0,INSTALLED,False,False,True,5.0,,,,3.0,False,GOOD
9022468,7000,APARTMENT,APARTMENT,160000.0,FOR_SALE,2.0,87.0,HYPER_EQUIPPED,False,False,,,True,50.0,,3.0,,AS_NEW
9022485,7000,APARTMENT,APARTMENT,170000.0,FOR_SALE,3.0,111.0,HYPER_EQUIPPED,False,False,True,10.0,,,,3.0,,AS_NEW
8793632,6700,APARTMENT,APARTMENT,209500.0,FOR_SALE,2.0,79.0,INSTALLED,False,False,True,8.0,,,,,False,AS_NEW
7877568,5580,APARTMENT,APARTMENT,232500.0,FOR_SALE,2.0,111.0,INSTALLED,False,False,True,16.0,,,,,False,AS_NEW
8793633,6700,APARTMENT,APARTMENT,238500.0,FOR_SALE,3.0,99.0,INSTALLED,False,False,True,8.0,,,,,False,AS_NEW
8941796,1190,APARTMENT,APARTMENT,252094.0,FOR_SALE,2.0,89.0,HYPER_EQUIPPED,False,False,True,9.0,,,,4.0,False,AS_NEW
9000090,4000,APARTMENT,APARTMENT,252500.0,FOR_SALE,2.0,93.0,INSTALLED,,False,True,5.0,,,,,,AS_NEW
8941794,1190,APARTMENT,PENTHOUSE,262938.0,FOR_SALE,2.0,89.0,HYPER_EQUIPPED,False,False,True,9.0,,,,4.0,False,AS_NEW
8931960,4130,APARTMENT,APARTMENT,275000.0,FOR_SALE,2.0,91.0,HYPER_EQUIPPED,,False,True,19.0,,,,3.0,,AS_NEW
8908004,1070,APARTMENT,PENTHOUSE,339750.0,FOR_SALE,2.0,122.0,USA_HYPER_EQUIPPED,,False,True,14.0,,,,,False,AS_NEW
9032310,1070,APARTMENT,APARTMENT,361080.0,FOR_SALE,3.0,129.0,USA_HYPER_EQUIPPED,,False,True,15.0,,,,,False,AS_NEW
8892313,1140,APARTMENT,APARTMENT,370000.0,FOR_SALE,3.0,136.0,USA_HYPER_EQUIPPED,False,False,True,12.0,,,,,False,
8854351,8300,APARTMENT,APARTMENT,399000.0,FOR_SALE,2.0,90.0,USA_HYPER_EQUIPPED,,False,True,14.0,,,,,,AS_NEW
9000189,1200,APARTMENT,APARTMENT,414000.0,FOR_SALE,3.0,105.0,USA_HYPER_EQUIPPED,False,False,True,29.0,,,,,False,AS_NEW
8994236,1200,APARTMENT,APARTMENT,445000.0,FOR_SALE,2.0,100.0,USA_HYPER_EQUIPPED,False,False,True,8.0,,,,2.0,False,AS_NEW
9000193,1200,APARTMENT,PENTHOUSE,462000.0,FOR_SALE,2.0,97.0,USA_HYPER_EQUIPPED,False,False,True,9.0,,,,,False,AS_NEW
8844544,1200,APARTMENT,DUPLEX,464500.0,FOR_SALE,2.0,137.0,USA_HYPER_EQUIPPED,False,False,True,19.0,,,,,False,AS_NEW
8876612,1200,APARTMENT,APARTMENT,470000.0,FOR_SALE,3.0,113.0,USA_HYPER_EQUIPPED,False,False,True,70.0,True,12.0,,,False,AS_NEW
8987719,1160,APARTMENT,APARTMENT,478000.0,FOR_SALE,3.0,113.0,USA_HYPER_EQUIPPED,False,False,True,17.0,,,,,False,AS_NEW
8615101,1070,APARTMENT,APARTMENT,514080.0,FOR_SALE,3.0,137.0,USA_HYPER_EQUIPPED,,False,True,69.0,,,,4.0,,
8950257,1933,APARTMENT,APARTMENT,620000.0,FOR_SALE,2.0,140.0,HYPER_EQUIPPED,False,False,True,18.0,,,,2.0,False,AS_NEW
8950150,1933,APARTMENT,APARTMENT,655000.0,FOR_SALE,3.0,158.0,HYPER_EQUIPPED,False,False,True,18.0,,,,2.0,False,AS_NEW
8950151,1933,APARTMENT,APARTMENT,795000.0,FOR_SALE,2.0,157.0,HYPER_EQUIPPED,False,False,True,30.0,,,,2.0,False,AS_NEW
8950154,1933,APARTMENT,APARTMENT,825000.0,FOR_SALE,2.0,130.0,HYPER_EQUIPPED,False,False,True,20.0,,,,2.0,False,AS_NEW
9014560,1150,APARTMENT,APARTMENT,904500.0,FOR_SALE,3.0,132.0,USA_HYPER_EQUIPPED,False,False,True,8.0,,,,,False,
8857510,1150,APARTMENT,TRIPLEX,990000.0,FOR_SALE,6.0,485.0,HYPER_EQUIPPED,False,False,True,16.0,,,,2.0,False,GOOD
8950153,1933,APARTMENT,APARTMENT,1295000.0,FOR_SALE,4.0,195.0,HYPER_EQUIPPED,False,False,True,21.0,,,,2.0,False,AS_NEW
8385035,1180,APARTMENT,APARTMENT,1500000.0,FOR_SALE,3.0,220.0,USA_HYPER_EQUIPPED,False,True,True,60.0,,,,4.0,False,JUST_RENOVATED
8950148,1933,APARTMENT,PENTHOUSE,1550000.0,FOR_SALE,4.0,218.0,HYPER_EQUIPPED,False,False,True,85.0,,,,2.0,False,AS_NEW
8855351,1180,APARTMENT,PENTHOUSE,1590000.0,FOR_SALE,2.0,220.0,HYPER_EQUIPPED,False,False,True,60.0,,,,,False,AS_NEW
8950252,1933,APARTMENT,PENTHOUSE,1750000.0,FOR_SALE,3.0,218.0,HYPER_EQUIPPED,False,False,True,122.0,,,,2.0,False,AS_NEW
8950254,1933,APARTMENT,PENTHOUSE,2550000.0,FOR_SALE,3.0,218.0,HYPER_EQUIPPED,False,False,True,122.0,,,,2.0,False,AS_NEW
8950155,1933,APARTMENT,PENTHOUSE,2550000.0,FOR_SALE,3.0,218.0,HYPER_EQUIPPED,False,False,True,122.0,,,,2.0,False,AS_NEW
8919395,8300,APARTMENT,DUPLEX,2900000.0,FOR_SALE,4.0,274.0,USA_HYPER_EQUIPPED,True,False,True,102.0,,,,2.0,,AS_NEW
