id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition
9044081,1083,APARTMENT,APARTMENT,265000.0,FOR_SALE,4.0,90.0,INSTALLED,False,False,True,13.0,,,,4.0,,AS_NEW
9043978,1000,APARTMENT,APARTMENT,1795000.0,FOR_SALE,4.0,650.0,USA_HYPER_EQUIPPED,False,True,True,400.0,,,,3.0,,AS_NEW
9044188,1050,HOUSE,MANSION,3800000.0,FOR_SALE,5.0,752.0,HYPER_EQUIPPED,False,False,True,40.0,True,,340.0,2.0,,JUST_RENOVATED
9041095,4860,HOUSE,HOUSE,320000.0,FOR_SALE,5.0,231.0,NOT_INSTALLED,False,False,True,30.0,True,1200.0,1421.0,3.0,False,AS_NEW
9042175,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9041098,6001,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9043036,9600,APARTMENT,APARTMENT,195000.0,FOR_SALE,2.0,75.0,INSTALLED,,False,,,,,,2.0,,GOOD
9042950,6010,APARTMENT,TRIPLEX,235000.0,FOR_SALE,3.0,149.0,HYPER_EQUIPPED,False,False,True,15.0,,,,2.0,False,AS_NEW
9042073,1070,APARTMENT,APARTMENT,320000.0,FOR_SALE,3.0,130.0,USA_HYPER_EQUIPPED,False,False,True,14.0,,,,2.0,,AS_NEW
9042267,7181,HOUSE,VILLA,325000.0,FOR_SALE,2.0,130.0,INSTALLED,False,False,True,30.0,True,600.0,1043.0,4.0,False,TO_BE_DONE_UP
9042129,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9042511,5340,HOUSE,VILLA,569000.0,FOR_SALE,6.0,324.0,INSTALLED,,False,True,57.0,True,,2202.0,4.0,,JUST_RENOVATED
9034494,1950,APARTMENT,APARTMENT,715000.0,FOR_SALE,2.0,126.0,USA_HYPER_EQUIPPED,False,False,True,6.0,,,,2.0,False,AS_NEW
9039019,1050,APARTMENT,APARTMENT,1550000.0,FOR_SALE,3.0,213.0,USA_HYPER_EQUIPPED,False,False,True,39.0,,,,,False,AS_NEW
9040949,3271,HOUSE,HOUSE,230000.0,FOR_SALE,4.0,226.0,INSTALLED,,False,True,25.0,True,150.0,398.0,3.0,,TO_RENOVATE
8997289,1180,APARTMENT,FLAT_STUDIO,224500.0,FOR_SALE,1.0,52.0,HYPER_EQUIPPED,False,True,True,1.0,,,,2.0,,GOOD
8949028,4870,HOUSE,EXCEPTIONAL_PROPERTY,349000.0,FOR_SALE,5.0,350.0,HYPER_EQUIPPED,,True,True,40.0,True,450.0,700.0,3.0,,GOOD
9039312,9000,APARTMENT,APARTMENT,358000.0,FOR_SALE,2.0,85.0,INSTALLED,,False,True,1.0,,,,2.0,,GOOD
9039311,2060,APARTMENT,LOFT,360500.0,FOR_SALE,2.0,114.0,INSTALLED,,False,True,25.0,,,,2.0,,GOOD
9039245,1330,HOUSE,HOUSE,585000.0,FOR_SALE,5.0,187.0,SEMI_EQUIPPED,False,False,True,74.0,,,483.0,3.0,False,GOOD
9039433,1180,APARTMENT,APARTMENT,780000.0,FOR_SALE,3.0,190.0,USA_HYPER_EQUIPPED,False,False,True,135.0,,,,3.0,False,JUST_RENOVATED
9038896,4430,APARTMENT,APARTMENT,210000.0,FOR_SALE,2.0,77.0,INSTALLED,,False,True,5.0,,,,,,AS_NEW
9038897,4430,APARTMENT,APARTMENT,250000.0,FOR_SALE,2.0,97.0,INSTALLED,,False,True,5.0,,,,3.0,,AS_NEW
8603832,8710,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9038507,8370,APARTMENT,DUPLEX,199000.0,FOR_SALE,2.0,87.0,INSTALLED,,False,True,,,,,2.0,,GOOD
9037272,5170,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9037648,1020,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
8929869,1755,HOUSE,HOUSE,259000.0,FOR_SALE,3.0,116.0,SEMI_EQUIPPED,,False,True,,,,810.0,3.0,,TO_BE_DONE_UP
9037183,9050,APARTMENT,APARTMENT,265000.0,FOR_SALE,1.0,76.0,INSTALLED,False,False,True,10.0,True,,,,False,AS_NEW
9037014,1070,APARTMENT,APARTMENT,288000.0,FOR_SALE,2.0,88.0,USA_HYPER_EQUIPPED,,False,True,6.0,,,,2.0,,AS_NEW
9042688,2845,HOUSE,HOUSE,320000.0,FOR_SALE,4.0,158.0,INSTALLED,False,False,,,True,43.0,100.0,2.0,False,AS_NEW
9042223,4120,HOUSE,HOUSE,325000.0,FOR_SALE,3.0,130.0,USA_HYPER_EQUIPPED,False,False,True,75.0,True,760.0,1031.0,4.0,False,GOOD
9034495,1160,APARTMENT,FLAT_STUDIO,239500.0,FOR_SALE,0.0,46.0,USA_HYPER_EQUIPPED,False,False,True,9.0,,,,,False,AS_NEW
9034656,8670,APARTMENT,SERVICE_FLAT,320000.0,FOR_SALE,1.0,57.0,USA_HYPER_EQUIPPED,False,False,True,,,,,,False,AS_NEW
9036085,6020,HOUSE,HOUSE,109900.0,FOR_SALE,2.0,125.0,SEMI_EQUIPPED,False,False,True,10.0,,,80.0,3.0,False,GOOD
9036522,7180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9036417,1080,APARTMENT,APARTMENT,169000.0,FOR_SALE,2.0,70.0,NOT_INSTALLED,False,False,True,2.0,,,,2.0,,TO_RENOVATE
9035995,1500,APARTMENT,APARTMENT,198000.0,FOR_SALE,2.0,87.0,SEMI_EQUIPPED,False,False,True,8.0,,,,2.0,False,GOOD
9035930,1040,APARTMENT,APARTMENT,229000.0,FOR_SALE,1.0,52.0,USA_INSTALLED,True,False,True,4.0,,,,2.0,False,AS_NEW
9035945,4682,HOUSE,HOUSE,237000.0,FOR_SALE,3.0,117.0,INSTALLED,False,False,True,,True,40.0,126.0,3.0,False,GOOD
9041213,6680,HOUSE,HOUSE,275000.0,FOR_SALE,5.0,237.0,INSTALLED,False,False,True,,True,1100.0,1250.0,4.0,False,GOOD
9041140,9820,HOUSE,HOUSE,329000.0,FOR_SALE,3.0,110.0,SEMI_EQUIPPED,,False,,,,,5724.0,3.0,,TO_BE_DONE_UP
9041379,1755,HOUSE,HOUSE,360000.0,FOR_SALE,5.0,347.0,SEMI_EQUIPPED,,False,,,,,460.0,2.0,,TO_RENOVATE
9041444,8790,HOUSE,MANSION,665000.0,FOR_SALE,4.0,288.0,INSTALLED,,False,True,,True,,667.0,2.0,,GOOD
9041443,8790,HOUSE,MANSION,665000.0,FOR_SALE,4.0,288.0,INSTALLED,,False,True,,True,,667.0,2.0,,GOOD
9040377,1850,HOUSE,VILLA,695000.0,FOR_SALE,6.0,241.0,HYPER_EQUIPPED,False,False,,,,,750.0,4.0,,GOOD
9044347,1180,HOUSE,TOWN_HOUSE,680000.0,FOR_SALE,3.0,200.0,USA_INSTALLED,False,True,True,10.0,True,70.0,285.0,3.0,,GOOD
9044039,1050,HOUSE,HOUSE,1350000.0,FOR_SALE,5.0,365.0,USA_HYPER_EQUIPPED,False,False,True,20.0,True,50.0,145.0,2.0,,JUST_RENOVATED
9043919,1050,HOUSE,MANSION,4950000.0,FOR_SALE,8.0,1000.0,INSTALLED,False,False,True,,,,310.0,2.0,,GOOD
9033767,6001,APARTMENT,APARTMENT,165000.0,FOR_SALE,1.0,64.0,HYPER_EQUIPPED,,False,,,,,,4.0,,AS_NEW
9041253,1030,APARTMENT,APARTMENT,197500.0,FOR_SALE,1.0,70.0,HYPER_EQUIPPED,,True,True,3.0,,,,4.0,,JUST_RENOVATED
9033790,6001,APARTMENT,APARTMENT,265000.0,FOR_SALE,2.0,104.0,HYPER_EQUIPPED,False,False,True,15.0,,,,4.0,,AS_NEW
9040974,9700,APARTMENT,APARTMENT,280000.0,FOR_SALE,3.0,140.0,INSTALLED,,False,True,6.0,,,,3.0,,GOOD
9033817,6001,APARTMENT,APARTMENT,320000.0,FOR_SALE,3.0,120.0,HYPER_EQUIPPED,,False,True,30.0,,,,4.0,,AS_NEW
8829165,8300,APARTMENT,APARTMENT,435000.0,FOR_SALE,2.0,85.0,USA_HYPER_EQUIPPED,,False,True,,,,,2.0,False,GOOD
9035334,1190,APARTMENT,APARTMENT,198000.0,FOR_SALE,1.0,76.0,INSTALLED,False,False,True,15.0,,,,2.0,False,GOOD
9035045,9300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9034364,8800,APARTMENT,APARTMENT,235000.0,FOR_SALE,3.0,141.0,INSTALLED,False,False,True,,,,,,False,AS_NEW
9020689,4000,APARTMENT,APARTMENT,289000.0,FOR_SALE,3.0,149.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,,AS_NEW
9034648,6180,HOUSE,FARMHOUSE,299900.0,FOR_SALE,3.0,200.0,INSTALLED,False,False,,,True,300.0,1014.0,3.0,False,AS_NEW
9032268,4432,APARTMENT,APARTMENT,198000.0,FOR_SALE,3.0,104.0,NOT_INSTALLED,False,False,,,,,,2.0,False,AS_NEW
9038751,8434,APARTMENT,APARTMENT,220000.0,FOR_SALE,2.0,77.0,INSTALLED,False,False,True,,,,,2.0,,GOOD
9032264,4430,APARTMENT,APARTMENT,230000.0,FOR_SALE,3.0,111.0,NOT_INSTALLED,False,False,,,,,,3.0,False,AS_NEW
9032265,4432,APARTMENT,PENTHOUSE,325000.0,FOR_SALE,3.0,150.0,INSTALLED,False,False,True,24.0,,,,3.0,False,AS_NEW
9043230,2170,APARTMENT,PENTHOUSE,249000.0,FOR_SALE,2.0,125.0,INSTALLED,False,True,True,31.0,,,,2.0,False,JUST_RENOVATED
9033233,7370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9033366,1470,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9033732,4671,HOUSE,VILLA,310000.0,FOR_SALE,4.0,291.0,INSTALLED,False,False,True,40.0,True,,950.0,4.0,,JUST_RENOVATED
9033639,1000,APARTMENT,APARTMENT,369000.0,FOR_SALE,2.0,120.0,HYPER_EQUIPPED,,False,,,,,,3.0,,AS_NEW
9032955,1731,HOUSE,HOUSE,449000.0,FOR_SALE,3.0,151.0,HYPER_EQUIPPED,,False,True,21.0,True,235.0,386.0,4.0,,AS_NEW
9038495,8550,HOUSE,HOUSE,276000.0,FOR_SALE,3.0,165.0,INSTALLED,,False,,,,,198.0,2.0,,GOOD
9040505,4500,HOUSE,HOUSE,159000.0,FOR_SALE,4.0,119.0,SEMI_EQUIPPED,False,False,True,17.0,True,75.0,166.0,2.0,False,TO_BE_DONE_UP
9041251,7350,HOUSE,HOUSE,650000.0,FOR_SALE,3.0,300.0,INSTALLED,,False,True,,,,3900.0,4.0,True,AS_NEW
9038921,1933,APARTMENT,APARTMENT,328000.0,FOR_SALE,2.0,93.0,USA_HYPER_EQUIPPED,False,False,True,6.0,,,,2.0,False,AS_NEW
8872852,4540,APARTMENT,DUPLEX,345000.0,FOR_SALE,4.0,218.0,INSTALLED,,False,True,8.0,,,,3.0,False,AS_NEW
9040807,1050,APARTMENT,APARTMENT,495000.0,FOR_SALE,3.0,120.0,HYPER_EQUIPPED,False,False,True,,,,,2.0,,GOOD
9032168,4530,HOUSE,VILLA,269000.0,FOR_SALE,4.0,160.0,SEMI_EQUIPPED,False,False,True,,True,977.0,1037.0,4.0,False,AS_NEW
8921946,6230,HOUSE,HOUSE,269900.0,FOR_SALE,3.0,268.0,INSTALLED,False,False,True,,True,264.0,334.0,3.0,False,AS_NEW
9032167,4530,HOUSE,HOUSE,269000.0,FOR_SALE,4.0,160.0,SEMI_EQUIPPED,False,False,True,,True,977.0,1037.0,4.0,False,AS_NEW
9032166,4530,HOUSE,BUNGALOW,290000.0,FOR_SALE,3.0,155.0,SEMI_EQUIPPED,False,False,True,20.0,True,1600.0,1744.0,4.0,False,GOOD
8892312,1180,APARTMENT,APARTMENT,295000.0,FOR_SALE,1.0,73.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
8098994,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9014566,1160,APARTMENT,APARTMENT,335500.0,FOR_SALE,1.0,70.0,USA_HYPER_EQUIPPED,False,False,True,13.0,,,,,False,AS_NEW
8759756,4000,HOUSE,HOUSE,415000.0,FOR_SALE,3.0,180.0,HYPER_EQUIPPED,True,False,True,40.0,True,350.0,550.0,3.0,,AS_NEW
8892319,1180,APARTMENT,APARTMENT,430000.0,FOR_SALE,2.0,100.0,USA_HYPER_EQUIPPED,False,False,True,15.0,,,,,False,AS_NEW
9014568,1160,APARTMENT,APARTMENT,501500.0,FOR_SALE,2.0,102.0,USA_HYPER_EQUIPPED,False,False,True,25.0,,,,,False,AS_NEW
9032356,1200,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
8903565,1200,APARTMENT,PENTHOUSE,754500.0,FOR_SALE,2.0,159.0,USA_HYPER_EQUIPPED,False,False,True,74.0,,,,,False,AS_NEW
9002437,1060,HOUSE,APARTMENT_BLOCK,950000.0,FOR_SALE,9.0,515.0,NOT_INSTALLED,,False,True,27.0,True,23.0,140.0,2.0,,TO_RENOVATE
8790883,1000,APARTMENT,APARTMENT,975000.0,FOR_SALE,2.0,180.0,HYPER_EQUIPPED,False,False,True,70.0,,,,2.0,,AS_NEW
8856902,1150,HOUSE,HOUSE,990000.0,FOR_SALE,6.0,485.0,HYPER_EQUIPPED,False,False,True,16.0,,,251.0,2.0,False,AS_NEW
8954649,1050,APARTMENT,APARTMENT,1537000.0,FOR_SALE,2.0,160.0,HYPER_EQUIPPED,False,False,True,91.0,,,,2.0,False,AS_NEW
8062031,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
8892307,1050,APARTMENT,APARTMENT,1839000.0,FOR_SALE,3.0,203.0,HYPER_EQUIPPED,False,False,True,76.0,,,,2.0,False,AS_NEW
9043970,1400,APARTMENT,APARTMENT,253000.0,FOR_SALE,2.0,89.0,INSTALLED,False,False,,,,,,,,AS_NEW
8895168,1370,HOUSE,COUNTRY_COTTAGE,670000.0,FOR_SALE,6.0,352.0,HYPER_EQUIPPED,False,True,True,35.0,True,,4000.0,4.0,,JUST_RENOVATED
9029105,1130,APARTMENT,PENTHOUSE,476000.0,FOR_SALE,3.0,148.0,USA_HYPER_EQUIPPED,False,False,True,33.0,,,,3.0,False,AS_NEW
9029104,1130,APARTMENT,PENTHOUSE,476000.0,FOR_SALE,3.0,148.0,USA_HYPER_EQUIPPED,False,False,True,33.0,,,,3.0,False,AS_NEW
9037084,1000,APARTMENT,PENTHOUSE,628500.0,FOR_SALE,2.0,91.0,HYPER_EQUIPPED,True,False,True,29.0,,,,2.0,,AS_NEW
9040655,1030,APARTMENT,APARTMENT,400000.0,FOR_SALE,2.0,135.0,SEMI_EQUIPPED,False,False,,,,,,2.0,,GOOD
9039426,4520,APARTMENT,APARTMENT,,FOR_SALE,2.0,110.0,INSTALLED,,False,True,,,,,,,GOOD
9040157,8300,APARTMENT,APARTMENT,725000.0,FOR_SALE,3.0,102.0,INSTALLED,False,False,,,,,,2.0,False,AS_NEW
8950767,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9030993,7850,APARTMENT,APARTMENT,250000.0,FOR_SALE,3.0,101.0,HYPER_EQUIPPED,,False,,,,,,,,AS_NEW
9031036,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031095,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031244,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031347,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9042786,1080,APARTMENT,APARTMENT,159000.0,FOR_SALE,1.0,60.0,INSTALLED,False,False,True,6.0,,,,2.0,,GOOD
9041938,1000,APARTMENT,APARTMENT,300000.0,FOR_SALE,1.0,77.0,USA_HYPER_EQUIPPED,False,False,True,15.0,,,,,,AS_NEW
9035944,4160,HOUSE,HOUSE,119000.0,FOR_SALE,3.0,79.0,SEMI_EQUIPPED,False,False,,,,,100.0,2.0,False,GOOD
9036084,6238,HOUSE,VILLA,329900.0,FOR_SALE,3.0,210.0,USA_SEMI_EQUIPPED,False,False,True,15.0,True,300.0,1000.0,4.0,False,GOOD
9036128,1020,APARTMENT,LOFT,299000.0,FOR_SALE,2.0,189.0,SEMI_EQUIPPED,False,False,,,,,,2.0,False,AS_NEW
9035795,8300,APARTMENT,APARTMENT,525000.0,FOR_SALE,1.0,70.0,HYPER_EQUIPPED,False,False,,,,,,2.0,True,AS_NEW
9043293,8020,HOUSE,HOUSE,495000.0,FOR_SALE,3.0,217.0,HYPER_EQUIPPED,False,True,,,True,230.0,1045.0,3.0,False,AS_NEW
9029300,1190,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
8323945,3000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9007296,5060,APARTMENT,DUPLEX,318000.0,FOR_SALE,3.0,118.0,HYPER_EQUIPPED,False,False,True,22.0,,,,2.0,,GOOD
9029109,4140,HOUSE,BUNGALOW,349000.0,FOR_SALE,3.0,180.0,SEMI_EQUIPPED,False,False,True,35.0,True,850.0,1674.0,4.0,False,AS_NEW
9029113,1130,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9029927,5580,HOUSE,HOUSE,599000.0,FOR_SALE,4.0,320.0,INSTALLED,,True,True,75.0,True,4300.0,4342.0,4.0,,AS_NEW
9029376,1050,HOUSE,MIXED_USE_BUILDING,985000.0,FOR_SALE,3.0,340.0,NOT_INSTALLED,False,False,,,True,100.0,210.0,2.0,False,GOOD
9040381,8400,APARTMENT,APARTMENT,169000.0,FOR_SALE,2.0,82.0,,True,False,,,,,,2.0,,GOOD
8888762,4602,HOUSE,HOUSE,165000.0,FOR_SALE,3.0,170.0,HYPER_EQUIPPED,False,False,True,60.0,True,700.0,1005.0,3.0,False,TO_BE_DONE_UP
9035003,4500,HOUSE,HOUSE,239500.0,FOR_SALE,4.0,140.0,INSTALLED,,False,True,,,,95.0,2.0,,AS_NEW
9034827,6833,HOUSE,HOUSE,380000.0,FOR_SALE,11.0,687.0,HYPER_EQUIPPED,,False,True,,,,1012.0,4.0,False,TO_BE_DONE_UP
9034716,1341,HOUSE,VILLA,540000.0,FOR_SALE,4.0,180.0,HYPER_EQUIPPED,False,False,True,40.0,True,800.0,1220.0,4.0,False,AS_NEW
9036413,1200,APARTMENT,APARTMENT,414000.0,FOR_SALE,3.0,105.0,USA_HYPER_EQUIPPED,False,False,True,29.0,,,,,False,AS_NEW
9039582,4432,HOUSE,HOUSE,199000.0,FOR_SALE,2.0,120.0,INSTALLED,,False,True,15.0,True,300.0,400.0,3.0,,TO_BE_DONE_UP
9039085,1083,HOUSE,APARTMENT_BLOCK,675000.0,FOR_SALE,4.0,240.0,INSTALLED,False,False,,,True,85.0,310.0,2.0,,GOOD
9042534,9600,HOUSE,HOUSE,319000.0,FOR_SALE,5.0,191.0,SEMI_EQUIPPED,,False,,,True,,690.0,3.0,,TO_BE_DONE_UP
9043009,2801,HOUSE,HOUSE,430000.0,FOR_SALE,3.0,155.0,SEMI_EQUIPPED,,True,True,,,,2175.0,4.0,,GOOD
9033349,6032,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9032267,4432,APARTMENT,APARTMENT,164000.0,FOR_SALE,2.0,82.0,,False,False,,,,,,2.0,False,AS_NEW
9033733,4710,HOUSE,VILLA,545000.0,FOR_SALE,2.0,262.0,HYPER_EQUIPPED,False,False,True,200.0,True,1710.0,1710.0,4.0,True,AS_NEW
9034493,1140,APARTMENT,APARTMENT,335000.0,FOR_SALE,2.0,110.0,USA_HYPER_EQUIPPED,False,False,True,10.0,,,,,False,
9037683,3300,HOUSE,HOUSE,199000.0,FOR_SALE,3.0,154.0,,,False,True,15.0,,,400.0,3.0,,TO_RENOVATE
9034249,1070,APARTMENT,APARTMENT,219000.0,FOR_SALE,2.0,90.0,USA_HYPER_EQUIPPED,True,False,True,14.0,,,,4.0,False,AS_NEW
9034037,3010,APARTMENT,APARTMENT,269500.0,FOR_SALE,2.0,70.0,INSTALLED,,False,,,,,,2.0,,GOOD
9038500,3370,HOUSE,HOUSE,445000.0,FOR_SALE,4.0,250.0,INSTALLED,,False,True,25.0,,,483.0,3.0,,GOOD
9034209,1180,APARTMENT,PENTHOUSE,595000.0,FOR_SALE,3.0,160.0,HYPER_EQUIPPED,False,False,True,,,,,,False,GOOD
9041526,8500,HOUSE,HOUSE,175000.0,FOR_SALE,3.0,135.0,SEMI_EQUIPPED,,False,,,True,82.0,160.0,2.0,,TO_BE_DONE_UP
9041524,8510,HOUSE,HOUSE,190000.0,FOR_SALE,3.0,133.0,SEMI_EQUIPPED,,False,,,True,240.0,353.0,3.0,,TO_BE_DONE_UP
9040942,4790,HOUSE,BUNGALOW,279000.0,FOR_SALE,2.0,90.0,SEMI_EQUIPPED,False,False,True,25.0,True,2000.0,2265.0,4.0,False,GOOD
9041033,7890,HOUSE,MANSION,310000.0,FOR_SALE,3.0,331.0,INSTALLED,,False,True,,,,160.0,3.0,,GOOD
9036628,8300,APARTMENT,APARTMENT,725000.0,FOR_SALE,3.0,102.0,INSTALLED,False,False,,,,,,2.0,False,AS_NEW
9028348,4180,HOUSE,TOWN_HOUSE,149000.0,FOR_SALE,2.0,98.0,INSTALLED,False,False,,,,,25.0,2.0,False,GOOD
9028256,1030,APARTMENT,APARTMENT,239000.0,FOR_SALE,2.0,66.0,SEMI_EQUIPPED,False,False,True,,,,,2.0,,JUST_RENOVATED
9028005,1780,APARTMENT,DUPLEX,320000.0,FOR_SALE,3.0,135.0,INSTALLED,False,False,True,2.0,,,,2.0,False,AS_NEW
9027875,1180,APARTMENT,APARTMENT,349000.0,FOR_SALE,2.0,93.0,INSTALLED,False,False,True,7.0,,,,2.0,False,GOOD
9039308,9000,APARTMENT,APARTMENT,441000.0,FOR_SALE,2.0,82.0,INSTALLED,,False,True,37.0,,,,2.0,,
9023526,6001,HOUSE,HOUSE,325000.0,FOR_SALE,4.0,212.0,HYPER_EQUIPPED,False,False,True,15.0,True,500.0,600.0,3.0,,AS_NEW
8791483,5100,HOUSE,HOUSE,327500.0,FOR_SALE,3.0,150.0,USA_HYPER_EQUIPPED,False,False,True,7.0,True,34.0,35.0,2.0,False,AS_NEW
8971260,5170,HOUSE,HOUSE,330000.0,FOR_SALE,3.0,123.0,HYPER_EQUIPPED,False,False,True,17.0,True,,500.0,4.0,,AS_NEW
7959358,1150,HOUSE,VILLA,1950000.0,FOR_SALE,5.0,508.0,HYPER_EQUIPPED,False,False,True,,True,800.0,1100.0,4.0,False,AS_NEW
9034486,1140,HOUSE,HOUSE,525000.0,FOR_SALE,4.0,171.0,INSTALLED,False,False,True,,True,70.0,190.0,2.0,,GOOD
9041192,4460,APARTMENT,FLAT_STUDIO,89000.0,FOR_SALE,1.0,46.0,INSTALLED,False,False,,,,,,3.0,,AS_NEW
9040796,6700,APARTMENT,APARTMENT,200000.0,FOR_SALE,2.0,76.0,INSTALLED,False,False,,,,,,2.0,False,GOOD
8945100,1050,APARTMENT,APARTMENT,649000.0,FOR_SALE,4.0,250.0,HYPER_EQUIPPED,,True,,,,,,4.0,,
9023542,7000,APARTMENT,APARTMENT,127500.0,FOR_SALE,1.0,58.0,HYPER_EQUIPPED,False,False,True,6.0,,,,4.0,,AS_NEW
9023581,7000,APARTMENT,APARTMENT,175000.0,FOR_SALE,2.0,95.0,HYPER_EQUIPPED,False,False,True,11.0,,,,4.0,,AS_NEW
8946446,6880,APARTMENT,APARTMENT,189500.0,FOR_SALE,2.0,84.0,HYPER_EQUIPPED,False,False,True,14.0,,,,,False,AS_NEW
8971504,1000,APARTMENT,APARTMENT,235000.0,FOR_SALE,1.0,50.0,USA_HYPER_EQUIPPED,True,False,,,,,,2.0,False,AS_NEW
8892306,1180,APARTMENT,FLAT_STUDIO,250000.0,FOR_SALE,0.0,62.0,USA_HYPER_EQUIPPED,False,False,True,3.0,,,,,False,AS_NEW
8975030,1435,APARTMENT,APARTMENT,260000.0,FOR_SALE,2.0,88.0,USA_INSTALLED,False,False,True,14.0,,,,,False,AS_NEW
8917208,1180,APARTMENT,APARTMENT,282500.0,FOR_SALE,1.0,74.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,,,AS_NEW
8482936,7000,APARTMENT,PENTHOUSE,287000.0,FOR_SALE,3.0,107.0,USA_HYPER_EQUIPPED,False,False,True,66.0,,,,3.0,,JUST_RENOVATED
8271333,6600,APARTMENT,APARTMENT,290000.0,FOR_SALE,2.0,103.0,INSTALLED,False,False,True,,,,,,False,AS_NEW
9000197,1200,APARTMENT,APARTMENT,294000.0,FOR_SALE,1.0,63.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
9014569,1160,APARTMENT,APARTMENT,312000.0,FOR_SALE,1.0,66.0,USA_HYPER_EQUIPPED,False,False,True,10.0,,,,,False,AS_NEW
8935825,1435,APARTMENT,PENTHOUSE,318000.0,FOR_SALE,2.0,87.0,USA_INSTALLED,False,False,True,28.0,,,,,False,AS_NEW
9024772,1070,APARTMENT,PENTHOUSE,339750.0,FOR_SALE,2.0,122.0,USA_HYPER_EQUIPPED,False,False,True,1383.0,,,,,False,AS_NEW
8987721,1160,APARTMENT,APARTMENT,348000.0,FOR_SALE,1.0,76.0,USA_HYPER_EQUIPPED,False,False,True,25.0,,,,,False,AS_NEW
8987718,1160,APARTMENT,APARTMENT,368000.0,FOR_SALE,2.0,93.0,USA_HYPER_EQUIPPED,False,False,True,5.0,,,,,False,AS_NEW
8747874,1200,APARTMENT,APARTMENT,375000.0,FOR_SALE,2.0,105.0,HYPER_EQUIPPED,False,False,True,8.0,,,,2.0,,AS_NEW
8873435,1070,APARTMENT,APARTMENT,399000.0,FOR_SALE,2.0,113.0,USA_HYPER_EQUIPPED,,False,True,63.0,,,,4.0,False,AS_NEW
8935824,1435,APARTMENT,PENTHOUSE,402000.0,FOR_SALE,3.0,124.0,USA_INSTALLED,False,False,True,67.0,,,,,False,AS_NEW
9014550,1200,APARTMENT,APARTMENT,426000.0,FOR_SALE,2.0,93.0,HYPER_EQUIPPED,False,False,True,16.0,,,,4.0,,AS_NEW
8940352,1435,APARTMENT,APARTMENT,428000.0,FOR_SALE,2.0,117.0,USA_HYPER_EQUIPPED,,False,True,37.0,,,,2.0,False,AS_NEW
9017519,1160,APARTMENT,APARTMENT,450000.0,FOR_SALE,3.0,126.0,USA_INSTALLED,False,False,True,5.0,,,,4.0,False,AS_NEW
8312581,1410,APARTMENT,PENTHOUSE,455000.0,FOR_SALE,3.0,124.0,NOT_INSTALLED,False,False,True,15.0,,,,,,AS_NEW
8903549,1200,APARTMENT,APARTMENT,458000.0,FOR_SALE,3.0,109.0,USA_HYPER_EQUIPPED,False,False,True,8.0,,,,,False,AS_NEW
